Date,Close,High,Low,Open,Volume,symbol,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume
,AAPL,AAPL,AAPL,AAPL,AAPL,,MSFT,MSFT,MSFT,MSFT,MSFT,GOOG,GOOG,GOOG,GOOG,GOOG,TSLA,TSLA,TSLA,TSLA,TSLA
2025-11-12,,,,,,TSLA,,,,,,,,,,,430.6000061035156,442.3299865722656,426.55999755859375,442.1499938964844,58513500.0
2025-11-13,,,,,,TSLA,,,,,,,,,,,401.989990234375,424.5,396.3399963378906,423.1300048828125,118948000.0
2025-11-14,,,,,,TSLA,,,,,,,,,,,404.3500061035156,412.19000244140625,382.7799987792969,386.29998779296875,105506700.0
2025-11-17,,,,,,TSLA,,,,,,,,,,,408.9200134277344,423.9599914550781,398.739990234375,398.739990234375,102214300.0
2025-11-18,,,,,,TSLA,,,,,,,,,,,401.25,408.8999938964844,393.7099914550781,405.3800048828125,80688600.0
2025-11-19,,,,,,TSLA,,,,,,,,,,,403.989990234375,411.7799987792969,398.5,406.17999267578125,72047700.0
2025-11-20,,,,,,TSLA,,,,,,,,,,,395.2300109863281,428.94000244140625,394.739990234375,414.6300048828125,113548800.0
2025-11-21,,,,,,TSLA,,,,,,,,,,,391.0899963378906,402.79998779296875,383.760009765625,402.32000732421875,100460600.0
2025-11-24,,,,,,TSLA,,,,,,,,,,,417.7799987792969,421.7200012207031,401.0899963378906,402.1700134277344,96806400.0
2025-11-25,,,,,,TSLA,,,,,,,,,,,419.3999938964844,420.4800109863281,405.95001220703125,414.4200134277344,71915600.0
2025-11-26,,,,,,TSLA,,,,,,,,,,,426.5799865722656,426.94000244140625,416.8900146484375,423.95001220703125,63299400.0
